Country,Sport,Year,Athletes,Gold,Silver,Bronze,Total_Medals,Events_Participated,GDP_Index,Population_Millions,Prev_Medals,Host,Medal_per_Athlete,Gold_Ratio,Participation_Rate,Medals_per_Million
Lithuania,Gymnastics,2004,17.0,2.0,1.0,1.0,4.0,35.0,0.178,1188.17,5.0,0,0.2353,0.5,0.4857,0.0034
U.K.,Weightlifting,2004,33.0,1.0,1.0,3.0,5.0,28.0,0.217,800.02,7.0,0,0.1515,0.2,1.1786,0.0062
Canada,Athletics,2004,12.0,3.0,0.0,0.0,3.0,38.0,0.857,928.9,4.0,0,0.25,1.0,0.3158,0.0032
Croatia,Judo,1996,46.0,4.0,1.0,2.0,7.0,29.0,0.994,911.82,5.0,0,0.1522,0.5714,1.5862,0.0077
Azerbaijan,Swimming,1996,37.0,0.0,2.0,0.0,2.0,15.0,0.497,1263.08,4.0,0,0.0541,0.0,2.4667,0.0016
Bolivia,Boxing,1996,21.0,0.0,0.0,0.0,0.0,34.0,0.108,3.41,2.0,0,0.0,0.0,0.6176,0.0
UK,Boxing,2004,,0.0,0.0,2.0,2.0,35.0,0.743,793.5,0.0,0,,0.0,,0.0025
Zimbabwe,Judo,2016,32.0,1.0,1.0,1.0,3.0,22.0,0.796,78.44,,0,0.0938,0.3333,1.4545,0.0382
South Korea,Athletics,2024,48.0,4.0,2.0,4.0,10.0,46.0,0.188,1005.49,9.0,0,0.2083,0.4,1.0435,0.0099
Egypt,Cycling,2004,57.0,4.0,2.0,3.0,9.0,48.0,0.287,59.74,11.0,0,0.1579,0.4444,1.1875,0.1507
Jamaica,Athletics,2024,24.0,2.0,0.0,3.0,5.0,24.0,0.913,1210.06,7.0,0,0.2083,0.4,1.0,0.0041
Japan,Athletics,1992,35.0,0.0,0.0,0.0,0.0,8.0,0.712,700.54,0.0,0,0.0,0.0,4.375,0.0
UK,Rowing,2024,40.0,0.0,0.0,,2.0,20.0,0.635,970.96,4.0,0,0.05,0.0,2.0,0.0021
India,Cycling,2024,,2.0,1.0,1.0,4.0,31.0,0.788,867.47,5.0,0,,0.5,,0.0046
South Korea,Athletics,2020,,5.0,5.0,4.0,14.0,39.0,0.34,785.35,11.0,0,,0.3571,,0.0178
Croatia,Boxing,1996,37.0,0.0,2.0,0.0,2.0,23.0,0.549,852.28,1.0,0,0.0541,0.0,1.6087,0.0023
Spain,Swimming,2024,,2.0,1.0,0.0,3.0,34.0,0.157,165.59,1.0,0,,0.6667,,0.0181
India,Cycling,1996,14.0,3.0,1.0,2.0,6.0,,0.879,45.92,3.0,0,0.4286,0.5,,0.1307
Canada,Athletics,2008,10.0,2.0,2.0,2.0,6.0,40.0,0.149,675.72,8.0,0,0.6,0.3333,0.25,0.0089
FRANCE,Judo,2024,48.0,1.0,0.0,0.0,1.0,29.0,0.834,370.74,0.0,0,0.0208,1.0,1.6552,0.0027
France,Cycling,1996,17.0,,4.0,5.0,13.0,8.0,0.64,198.82,12.0,0,0.7647,,2.125,0.0654
Uzbekistan,Gymnastics,1992,51.0,1.0,,4.0,9.0,5.0,0.571,,11.0,0,0.1765,0.1111,10.2,
Australia,Athletics,1996,26.0,0.0,0.0,,0.0,32.0,0.241,1375.06,0.0,0,0.0,0.0,0.8125,0.0
Serbia,Boxing,2004,53.0,1.0,0.0,2.0,3.0,28.0,0.31,263.57,1.0,0,0.0566,0.3333,1.8929,0.0114
Lithuania,Judo,1992.0,32.0,,3.0,2.0,8.0,38.0,0.61,456.91,10.0,0,0.25,,0.8421,0.0175
Italy,Shooting,1996,11.0,0.0,0.0,0.0,0.0,47.0,0.862,598.24,0.0,0,0.0,0.0,0.234,0.0
Portugal,Cycling,2020,48.0,1.0,1.0,0.0,,9.0,0.266,650.66,1.0,0,,,5.3333,
Norway,Rowing,2016,3.0,1.0,1.0,0.0,2.0,41.0,0.516,1182.86,2.0,0,0.6667,0.5,0.0732,0.0017
Iran,Athletics,2012,40.0,,2.0,4.0,9.0,17.0,0.831,1178.19,7.0,0,0.225,,2.3529,0.0076
UAE,Rowing,1996,7.0,3.0,4.0,4.0,11.0,,,1305.1,10.0,0,1.5714,0.2727,,0.0084
Ukraine,Weightlifting,2008,41.0,3.0,2.0,0.0,5.0,,0.753,424.51,7.0,0,0.122,0.6,,0.0118
Azerbaijan,Boxing,2008,16.0,0.0,0.0,0.0,0.0,,0.318,851.39,0.0,0,0.0,0.0,,0.0
Malaysia,Athletics,2024,54.0,2.0,2.0,4.0,8.0,44.0,0.801,760.95,10.0,0,0.1481,0.25,1.2273,0.0105
Lithuania,Boxing,2012,51.0,2.0,3.0,2.0,7.0,22.0,0.984,613.0,,0,0.1373,0.2857,2.3182,0.0114
Canada,Weightlifting,2024,50.0,0.0,0.0,1.0,1.0,14.0,0.395,902.13,0.0,0,0.02,0.0,3.5714,0.0011
Romania,Rowing,1996,45.0,1.0,1.0,1.0,3.0,18.0,0.112,1302.41,5.0,0,0.0667,0.3333,2.5,0.0023
Serbia,Weightlifting,1992,39.0,,0.0,1.0,2.0,39.0,0.356,26.6,2.0,0,0.0513,,1.0,0.0752
Trinidad,Gymnastics,2020,48.0,3.0,3.0,1.0,7.0,40.0,0.816,1073.72,5.0,0,0.1458,0.4286,1.2,0.0065
Turkey,Cycling,2020,56.0,2.0,0.0,0.0,2.0,19.0,0.147,355.59,1.0,0,0.0357,1.0,2.9474,0.0056
Slovakia,Gymnastics,2020,23.0,1.0,0.0,0.0,1.0,23.0,0.196,922.35,0.0,0,0.0435,1.0,1.0,0.0011
Japan,Rowing,2016,16.0,2.0,,,10.0,,0.939,873.92,12.0,0,0.625,0.2,,0.0114
Cambodia,Shooting,2020,18.0,2.0,2.0,2.0,6.0,16.0,0.401,529.19,6.0,0,0.3333,0.3333,1.125,0.0113
Lebanon,Gymnastics,2020,5.0,0.0,0.0,,1.0,,0.217,1354.28,0.0,0,0.2,0.0,,0.0007
Croatia,Weightlifting,2020,5.0,2.0,0.0,0.0,,21.0,0.239,967.32,1.0,0,,,0.2381,
Brazil,Judo,2020,50.0,1.0,,,6.0,32.0,0.887,799.96,6.0,0,0.12,0.1667,1.5625,0.0075
Netherlands,Boxing,2020,4.0,0.0,1.0,2.0,3.0,14.0,0.214,649.07,5.0,0,0.75,0.0,0.2857,0.0046
Brazil,Weightlifting,2020,44.0,0.0,1.0,2.0,3.0,10.0,0.589,474.64,3.0,0,0.0682,0.0,4.4,0.0063
Malaysia,Athletics,2008,54.0,4.0,4.0,3.0,11.0,3.0,,1236.86,8.0,0,0.2037,0.3636,18.0,0.0089
Germany,Judo,2020,,4.0,2.0,3.0,9.0,3.0,0.159,562.62,7.0,0,,0.4444,,0.016
Japan,Cycling,2020,14.0,0.0,0.0,1.0,1.0,14.0,0.353,647.47,0.0,0,0.0714,0.0,1.0,0.0015
Panama,Gymnastics,2012,13.0,3.0,1.0,1.0,5.0,47.0,0.771,604.89,4.0,0,0.3846,0.6,0.2766,0.0083
Latvia,Athletics,2012,43.0,1.0,0.0,0.0,1.0,14.0,0.859,1347.09,2.0,0,0.0233,1.0,3.0714,0.0007
UK,Shooting,2020,20.0,1.0,0.0,0.0,1.0,22.0,0.38,783.97,1.0,0,0.05,1.0,0.9091,0.0013
Greece,Weightlifting,2024,7.0,0.0,,,2.0,31.0,0.246,867.14,4.0,0,0.2857,0.0,0.2258,0.0023
Austria,Judo,2004,5.0,2.0,,4.0,11.0,14.0,0.213,472.41,13.0,0,2.2,0.1818,0.3571,0.0233
Argentina,Gymnastics,2016,14.0,4.0,1.0,2.0,7.0,15.0,0.354,754.05,8.0,0,0.5,0.5714,0.9333,0.0093
Slovenia,Cycling,2008,4.0,0.0,0.0,0.0,0.0,21.0,0.251,124.92,0.0,0,0.0,0.0,0.1905,0.0
Rwanda,Cycling,2004,9.0,4.0,1.0,4.0,9.0,25.0,,1171.88,11.0,0,1.0,0.4444,0.36,0.0077
Mexico,Boxing,2016,42.0,1.0,,0.0,2.0,33.0,0.446,187.28,0.0,0,0.0476,0.5,1.2727,0.0107
Colombia,Judo,2004,1.0,0.0,0.0,,0.0,17.0,0.819,834.17,0.0,0,0.0,0.0,0.0588,0.0
Japan,Cycling,2016,8.0,0.0,1.0,0.0,1.0,22.0,0.178,30.96,0.0,0,0.125,0.0,0.3636,0.0323
Bangladesh,Gymnastics,2020,30.0,2.0,3.0,5.0,10.0,39.0,0.679,702.34,11.0,0,0.3333,0.2,0.7692,0.0142
Spain,Rowing,2024,56.0,0.0,0.0,0.0,0.0,21.0,0.579,,2.0,0,0.0,0.0,2.6667,
Greece,Boxing,2012,7.0,3.0,2.0,2.0,7.0,8.0,0.765,1050.2,8.0,0,1.0,0.4286,0.875,0.0067
Argentina,Gymnastics,2004,16.0,3.0,,3.0,8.0,35.0,0.297,1219.93,,0,0.5,0.375,0.4571,0.0066
Slovakia,Cycling,2016,24.0,0.0,2.0,2.0,4.0,27.0,0.252,970.63,4.0,0,0.1667,0.0,0.8889,0.0041
Belgium,Cycling,2020,27.0,2.0,,5.0,9.0,26.0,,288.1,6.0,0,0.3333,0.2222,1.0385,0.0312
Iran,Judo,2012,,1.0,0.0,0.0,1.0,40.0,0.603,421.36,2.0,0,,1.0,,0.0024
Spain,Cycling,1996,15.0,4.0,4.0,4.0,12.0,5.0,0.803,644.26,10.0,0,0.8,0.3333,3.0,0.0186
Armenia,Judo,2024,12.0,3.0,1.0,2.0,6.0,43.0,0.129,624.8,7.0,0,0.5,0.5,0.2791,0.0096
USA,Judo,2024,8.0,,2.0,1.0,7.0,39.0,0.597,,,0,0.875,,0.2051,
Mongolia,Weightlifting,1996,54.0,4.0,3.0,2.0,9.0,13.0,0.265,848.84,6.0,0,0.1667,0.4444,4.1538,0.0106
South Korea,Wrestling,1996,59.0,1.0,1.0,0.0,2.0,1.0,0.565,801.94,0.0,0,0.0339,0.5,59.0,0.0025
UAE,Wrestling,2020,30.0,0.0,2.0,2.0,4.0,10.0,0.225,718.99,4.0,0,0.1333,0.0,3.0,0.0056
Morocco,Cycling,2004,48.0,5.0,2.0,3.0,10.0,46.0,0.213,92.3,12.0,0,0.2083,0.5,1.0435,0.1083
Switzerland,Gymnastics,2008,13.0,0.0,0.0,0.0,0.0,12.0,0.653,593.14,,0,0.0,0.0,1.0833,0.0
Russia,Boxing,2008,52.0,4.0,3.0,4.0,11.0,18.0,0.119,914.91,12.0,0,0.2115,0.3636,2.8889,0.012
Romania,Cycling,2012,46.0,0.0,1.0,0.0,1.0,35.0,0.868,1184.35,3.0,0,0.0217,0.0,1.3143,0.0008
Czech Republic,Cycling,2004,47.0,2.0,0.0,0.0,2.0,23.0,0.984,677.63,2.0,0,0.0426,1.0,2.0435,0.003
Serbia,Shooting,2000,10.0,4.0,2.0,4.0,10.0,36.0,,278.4,10.0,0,1.0,0.4,0.2778,0.0359
Slovenia,Wrestling,2016,,0.0,0.0,,0.0,46.0,0.649,37.84,0.0,0,,0.0,,0.0
Jordan,Shooting,1996,42.0,0.0,1.0,0.0,1.0,18.0,0.169,149.67,1.0,0,0.0238,0.0,2.3333,0.0067
Sweden,Cycling,2016,2.0,0.0,0.0,0.0,0.0,17.0,,923.5,1.0,0,0.0,0.0,0.1176,0.0
Qatar,Swimming,2004,51.0,0.0,0.0,,0.0,27.0,0.167,681.68,0.0,0,0.0,0.0,1.8889,0.0
Slovakia,Gymnastics,2008,24.0,1.0,1.0,0.0,2.0,48.0,0.292,1396.4,0.0,0,0.0833,0.5,0.5,0.0014
South Korea,Cycling,2000,36.0,,1.0,0.0,1.0,23.0,0.98,772.72,2.0,0,0.0278,,1.5652,0.0013
Uzbekistan,Judo,2024,32.0,4.0,,5.0,12.0,39.0,0.155,606.38,9.0,0,0.375,0.3333,0.8205,0.0198
Turkey,Weightlifting,2004,8.0,0.0,0.0,0.0,0.0,38.0,0.587,124.79,0.0,0,0.0,0.0,0.2105,0.0
Egypt,Shooting,2008,11.0,5.0,1.0,2.0,8.0,17.0,0.66,1362.76,9.0,0,0.7273,0.625,0.6471,0.0059
Portugal,Gymnastics,2020,39.0,1.0,1.0,0.0,2.0,41.0,0.444,465.46,4.0,0,0.0513,0.5,0.9512,0.0043
Belgium,Swimming,2008,16.0,0.0,0.0,1.0,1.0,23.0,0.45,1332.43,2.0,0,0.0625,0.0,0.6957,0.0008
South Korea,Swimming,2024,53.0,1.0,,0.0,3.0,38.0,0.84,196.91,4.0,0,0.0566,0.3333,1.3947,0.0152
Canada,Judo,1992,11.0,0.0,2.0,1.0,3.0,47.0,0.296,1092.02,,0,0.2727,0.0,0.234,0.0027
Bangladesh,Weightlifting,2016,50.0,0.0,0.0,0.0,0.0,19.0,0.404,684.21,0.0,0,0.0,0.0,2.6316,0.0
Russia,Gymnastics,2012,4.0,3.0,1.0,2.0,6.0,30.0,,605.7,4.0,0,1.5,0.5,0.1333,0.0099
Dominican Republic,Boxing,2000,29.0,2.0,2.0,4.0,8.0,31.0,0.297,1009.33,10.0,0,0.2759,0.25,0.9355,0.0079
Switzerland,Wrestling,1996,3.0,4.0,3.0,1.0,8.0,41.0,0.53,1048.29,10.0,0,2.6667,0.5,0.0732,0.0076
Iran,Swimming,2008,44.0,3.0,0.0,,5.0,4.0,0.217,463.61,5.0,0,0.1136,0.6,11.0,0.0108
South Africa,Cycling,1992,1.0,1.0,0.0,0.0,1.0,12.0,0.817,1035.52,1.0,0,1.0,1.0,0.0833,0.001
Australia,Cycling,1996,1.0,3.0,3.0,5.0,11.0,9.0,0.471,1029.49,,0,11.0,0.2727,0.1111,0.0107
Brazil,Judo,2016,43.0,,1.0,4.0,8.0,28.0,0.118,1362.17,9.0,1,0.186,,1.5357,0.0059
Slovenia,Cycling,2016,1.0,0.0,0.0,1.0,1.0,36.0,0.906,27.55,0.0,0,1.0,0.0,0.0278,0.0363
Turkey,Rowing,2020,41.0,3.0,4.0,1.0,,5.0,0.231,405.56,6.0,0,,,8.2,
Netherlands,Wrestling,2024,29.0,2.0,3.0,5.0,,18.0,0.643,915.43,10.0,0,,,1.6111,
Greece,Cycling,2020,34.0,1.0,1.0,1.0,3.0,40.0,0.597,,4.0,0,0.0882,0.3333,0.85,
Estonia,Cycling,2000,44.0,4.0,4.0,5.0,13.0,22.0,0.804,979.29,10.0,0,0.2955,0.3077,2.0,0.0133
Mongolia,Swimming,2024,2.0,2.0,3.0,1.0,6.0,26.0,0.895,98.85,6.0,0,3.0,0.3333,0.0769,0.0607
Slovakia,Judo,2000,22.0,0.0,,0.0,0.0,20.0,0.59,210.29,0.0,0,0.0,0.0,1.1,0.0
New Zealand,Gymnastics,2000,37.0,3.0,1.0,3.0,7.0,34.0,0.971,1135.74,4.0,0,0.1892,0.4286,1.0882,0.0062
Mexico,Gymnastics,2000,36.0,0.0,0.0,1.0,1.0,30.0,,,0.0,0,0.0278,0.0,1.2,
Slovakia,Gymnastics,2000,23.0,0.0,1.0,0.0,1.0,,0.987,510.89,0.0,0,0.0435,0.0,,0.002
Poland,Swimming,2012,,1.0,0.0,0.0,1.0,44.0,0.48,1053.53,2.0,0,,1.0,,0.0009
Portugal,Swimming,2000,33.0,2.0,2.0,4.0,8.0,40.0,0.833,633.71,9.0,0,0.2424,0.25,0.825,0.0126
Belarus,Cycling,1992,2.0,0.0,3.0,3.0,6.0,30.0,0.877,313.06,4.0,0,3.0,0.0,0.0667,0.0192
Thailand,Shooting,2020,49.0,2.0,1.0,4.0,7.0,42.0,0.762,292.55,4.0,0,0.1429,0.2857,1.1667,0.0239
Bolivia,Swimming,2000,3.0,3.0,4.0,2.0,9.0,,0.899,343.49,6.0,0,3.0,0.3333,,0.0262
Australia,Rowing,2004,35.0,2.0,,2.0,4.0,27.0,0.523,408.74,2.0,0,0.1143,0.5,1.2963,0.0098
Chile,Swimming,1992,22.0,1.0,,0.0,1.0,2.0,0.946,1268.42,0.0,0,0.0455,1.0,11.0,0.0008
UK,Weightlifting,1996,40.0,3.0,3.0,1.0,7.0,31.0,0.258,490.82,9.0,0,0.175,0.4286,1.2903,0.0143
Dominican Republic,Athletics,2020,38.0,1.0,0.0,2.0,3.0,4.0,0.682,776.46,1.0,0,0.0789,0.3333,9.5,0.0039
Denmark,Wrestling,2020,,2.0,3.0,3.0,8.0,36.0,0.258,609.3,9.0,0,,0.25,,0.0131
Mexico,Judo,2012,42.0,1.0,3.0,3.0,7.0,26.0,0.901,416.35,4.0,0,0.1667,0.1429,1.6154,0.0168
China,Weightlifting,2004,55.0,2.0,1.0,0.0,3.0,,0.336,629.2,3.0,0,0.0545,0.6667,,0.0048
Kenya,Weightlifting,2020,42.0,1.0,2.0,3.0,,42.0,0.53,326.24,4.0,0,,,1.0,
Latvia,Cycling,2012,19.0,0.0,0.0,1.0,1.0,44.0,0.488,1361.25,2.0,0,0.0526,0.0,0.4318,0.0007
Japan,Judo,1996,35.0,0.0,1.0,3.0,,30.0,0.922,1142.98,4.0,0,,,1.1667,
Latvia,Rowing,1996,47.0,0.0,0.0,1.0,1.0,21.0,0.168,786.34,3.0,0,0.0213,0.0,2.2381,0.0013
Rwanda,Judo,1992,62.0,2.0,3.0,,7.0,17.0,0.566,554.7,8.0,0,0.1129,0.2857,3.6471,0.0126
New Zealand,Judo,1996,,3.0,2.0,4.0,9.0,1.0,1.0,902.21,10.0,0,,0.3333,,0.01
Latvia,Wrestling,2012,36.0,1.0,0.0,0.0,1.0,40.0,0.329,1049.9,0.0,0,0.0278,1.0,0.9,0.001
India,Shooting,2020,18.0,4.0,1.0,,6.0,27.0,0.428,383.92,,0,0.3333,0.6667,0.6667,0.0156
Mongolia,Shooting,2004,5.0,2.0,,0.0,5.0,11.0,,1160.96,,0,1.0,0.4,0.4545,0.0043
Thailand,Weightlifting,2000,4.0,4.0,3.0,3.0,10.0,38.0,0.105,624.13,11.0,0,2.5,0.4,0.1053,0.016
South Africa,Boxing,2000,48.0,0.0,,0.0,0.0,46.0,,1127.33,1.0,0,0.0,0.0,1.0435,0.0
Kenya,Weightlifting,1996,47.0,,2.0,2.0,6.0,3.0,0.735,717.49,4.0,0,0.1277,,15.6667,0.0084
Estonia,Wrestling,2000,,3.0,2.0,2.0,7.0,,0.4,177.71,9.0,0,,0.4286,,0.0394
Iran,Judo,2024,37.0,0.0,0.0,0.0,0.0,40.0,0.399,780.15,0.0,0,0.0,0.0,0.925,0.0
Russia,Wrestling,2004,24.0,2.0,5.0,3.0,10.0,41.0,0.136,,7.0,0,0.4167,0.2,0.5854,
Norway,Cycling,1996,14.0,1.0,0.0,0.0,1.0,17.0,0.181,607.86,2.0,0,0.0714,1.0,0.8235,0.0016
Egypt,Wrestling,2016,61.0,,3.0,5.0,11.0,26.0,0.506,1341.94,8.0,0,0.1803,,2.3462,0.0082
Kazakhstan,Wrestling,2020,16.0,1.0,0.0,0.0,1.0,42.0,0.943,974.75,3.0,0,0.0625,1.0,0.381,0.001
Brazil,Shooting,1996,38.0,3.0,,3.0,8.0,49.0,0.971,450.84,10.0,0,0.2105,0.375,0.7755,0.0177
Japan,Boxing,2016,11.0,2.0,1.0,3.0,6.0,19.0,0.672,898.05,4.0,0,0.5455,0.3333,0.5789,0.0067
South Korea,Wrestling,2000,56.0,1.0,1.0,3.0,5.0,35.0,0.841,1211.57,5.0,0,0.0893,0.2,1.6,0.0041
Germany,Athletics,2000,53.0,0.0,0.0,0.0,0.0,3.0,0.505,,2.0,0,0.0,0.0,17.6667,
China,Judo,1992,,0.0,0.0,0.0,0.0,10.0,0.959,1105.61,2.0,0,,0.0,,0.0
France,Swimming,2000,11.0,2.0,0.0,2.0,4.0,28.0,0.462,403.41,5.0,0,0.3636,0.5,0.3929,0.0099
Ethiopia,Weightlifting,1992,24.0,0.0,0.0,0.0,0.0,,0.238,,1.0,0,0.0,0.0,,
Cambodia,Cycling,2000,40.0,0.0,2.0,2.0,,36.0,0.43,1158.97,4.0,0,,,1.1111,
Senegal,Weightlifting,1992.0,7.0,1.0,1.0,3.0,5.0,35.0,0.15,199.91,2.0,0,0.7143,0.2,0.2,0.025
Belarus,Weightlifting,2020,31.0,0.0,0.0,1.0,1.0,34.0,0.386,1252.08,0.0,0,0.0323,0.0,0.9118,0.0008
Dominican Republic,Gymnastics,2016,58.0,1.0,0.0,3.0,4.0,,0.6,341.59,3.0,0,0.069,0.25,,0.0117
Jamaica,Shooting,2000,53.0,1.0,1.0,0.0,,19.0,0.132,697.67,4.0,0,,,2.7895,
Belarus,Wrestling,2008,11.0,4.0,2.0,1.0,7.0,48.0,0.295,403.92,,0,0.6364,0.5714,0.2292,0.0173
Lithuania,Swimming,1992,1.0,0.0,0.0,0.0,0.0,25.0,0.765,767.78,2.0,0,0.0,0.0,0.04,0.0
Ukraine,Gymnastics,1992,32.0,,4.0,4.0,12.0,40.0,0.362,815.01,9.0,0,0.375,,0.8,0.0147
UK,Athletics,2024,38.0,2.0,4.0,4.0,10.0,39.0,0.398,149.12,12.0,0,0.2632,0.2,0.9744,0.0671
South Africa,Weightlifting,2016,20.0,3.0,0.0,0.0,3.0,28.0,0.847,,5.0,0,0.15,1.0,0.7143,
Ukraine,Judo,1992,5.0,0.0,1.0,1.0,2.0,39.0,0.107,,2.0,0,0.4,0.0,0.1282,
Costa Rica,Swimming,1996,10.0,4.0,2.0,3.0,9.0,31.0,0.633,1083.21,7.0,0,0.9,0.4444,0.3226,0.0083
Turkey,Athletics,1992,18.0,5.0,3.0,3.0,11.0,,0.412,916.82,11.0,0,0.6111,0.4545,,0.012
Cuba,Cycling,2012,6.0,3.0,0.0,1.0,4.0,19.0,0.198,646.63,5.0,0,0.6667,0.75,0.3158,0.0062
Ukraine,Athletics,2020,16.0,2.0,0.0,1.0,3.0,6.0,0.597,1151.14,3.0,0,0.1875,0.6667,2.6667,0.0026
Croatia,Boxing,2004,38.0,1.0,0.0,0.0,1.0,33.0,0.808,378.33,0.0,0,0.0263,1.0,1.1515,0.0026
Finland,Weightlifting,2016,22.0,5.0,4.0,3.0,12.0,31.0,0.188,888.38,11.0,0,0.5455,0.4167,0.7097,0.0135
Croatia,Judo,2004,44.0,1.0,,4.0,7.0,22.0,0.402,197.34,9.0,0,0.1591,0.1429,2.0,0.0355
France,Swimming,2008,8.0,1.0,1.0,2.0,4.0,1.0,0.401,882.34,6.0,0,0.5,0.25,8.0,0.0045
Slovakia,Gymnastics,1996,23.0,,0.0,0.0,0.0,6.0,0.302,995.76,0.0,0,0.0,,3.8333,0.0
Nigeria,Rowing,2000,39.0,1.0,3.0,,5.0,15.0,0.371,1048.74,6.0,0,0.1282,0.2,2.6,0.0048
Dominican Republic,Cycling,2004,38.0,1.0,0.0,2.0,3.0,21.0,0.942,1263.93,3.0,0,0.0789,0.3333,1.8095,0.0024
India,Judo,2012,50.0,3.0,,3.0,8.0,11.0,0.664,1018.9,,0,0.16,0.375,4.5455,0.0079
UK,Cycling,2024,15.0,1.0,1.0,3.0,5.0,42.0,0.865,349.68,6.0,0,0.3333,0.2,0.3571,0.0143
Latvia,Weightlifting,1992,37.0,-5.940001571461636,-7.885111263660086,0.0,0.0,13.0,0.629,47.65,0.0,0,0.0,-5.94,2.8462,0.0
Hungary,Athletics,2004,31.0,3.0,2.0,4.0,9.0,9.0,0.555,558.7,11.0,0,0.2903,0.3333,3.4444,0.0161
Austria,Weightlifting,1992,28.0,3.0,3.0,2.0,,20.0,0.183,775.18,9.0,0,,,1.4,
Rwanda,Boxing,2012,39.0,3.0,2.0,2.0,7.0,49.0,0.475,66.15,8.0,0,0.1795,0.4286,0.7959,0.1058
Iran,Rowing,1992,29.0,1.0,1.0,4.0,,39.0,,928.64,4.0,0,,,0.7436,
Ethiopia,Athletics,2016,,2.0,0.0,2.0,4.0,24.0,0.46,1284.9,6.0,0,,0.5,,0.0031
Colombia,Judo,2016,2.0,0.0,0.0,1.0,,,0.595,1216.73,0.0,0,,,,
Lebanon,Athletics,2004,35.0,1.0,0.0,2.0,3.0,16.0,0.24,807.77,,0,0.0857,0.3333,2.1875,0.0037
Thailand,Swimming,2000,12.0,2.0,1.0,,5.0,28.0,0.908,1134.08,4.0,0,0.4167,0.4,0.4286,0.0044
Malaysia,Weightlifting,2024,30.0,3.0,2.0,3.0,8.0,11.0,0.201,1386.8,7.0,0,0.2667,0.375,2.7273,0.0058
U.K.,Wrestling,1996,27.0,0.0,,0.0,0.0,11.0,,187.17,0.0,0,0.0,0.0,2.4545,0.0
Lebanon,Rowing,1992,16.0,1.0,4.0,2.0,7.0,10.0,0.316,1248.72,7.0,0,0.4375,0.1429,1.6,0.0056
Lithuania,Athletics,1992,58.0,0.0,1.0,,3.0,34.0,0.98,156.94,3.0,0,0.0517,0.0,1.7059,0.0191
Portugal,Wrestling,2004,38.0,0.0,1.0,1.0,2.0,5.0,0.78,736.82,0.0,0,0.0526,0.0,7.6,0.0027
Jordan,Swimming,2016,35.0,1.0,4.0,2.0,7.0,48.0,0.464,69.32,4.0,0,0.2,0.1429,0.7292,0.101
Brazil,Weightlifting,2008,52.0,3.0,1.0,1.0,5.0,5.0,0.743,1312.85,4.0,0,0.0962,0.6,10.4,0.0038
Sweden,Cycling,2020,1.0,1.0,0.0,0.0,1.0,14.0,0.818,423.19,1.0,0,1.0,1.0,0.0714,0.0024
Estonia,Shooting,1992,18.0,2.0,4.0,2.0,8.0,2.0,,969.68,7.0,0,0.4444,0.25,9.0,0.0083
Greece,Rowing,2012,9.0,2.0,1.0,1.0,4.0,,0.277,1126.41,6.0,0,0.4444,0.5,,0.0036
South Africa,Weightlifting,2020,13.0,,1.0,0.0,1.0,45.0,0.709,509.4,,0,0.0769,,0.2889,0.002
Bulgaria,Shooting,2012,34.0,3.0,3.0,2.0,8.0,17.0,0.761,421.38,10.0,0,0.2353,0.375,2.0,0.019
Serbia,Boxing,2000,56.0,0.0,2.0,2.0,4.0,4.0,0.954,1380.33,,0,0.0714,0.0,14.0,0.0029
Serbia,Judo,1996,15.0,1.0,1.0,0.0,2.0,1.0,0.276,81.61,0.0,0,0.1333,0.5,15.0,0.0245
FRANCE,Gymnastics,1996,27.0,2.0,1.0,3.0,6.0,9.0,0.364,1136.09,3.0,0,0.2222,0.3333,3.0,0.0053
Indonesia,Wrestling,2012,20.0,1.0,0.0,0.0,1.0,18.0,0.299,722.79,0.0,0,0.05,1.0,1.1111,0.0014
Brazil,Boxing,2020,20.0,1.0,0.0,0.0,1.0,,0.73,563.14,0.0,0,0.05,1.0,,0.0018
UAE,Cycling,2016,29.0,2.0,1.0,1.0,4.0,14.0,0.878,197.21,3.0,0,0.1379,0.5,2.0714,0.0203
Mexico,Rowing,2016,19.0,0.0,1.0,0.0,1.0,19.0,0.42,338.31,0.0,0,0.0526,0.0,1.0,0.003
China,Boxing,2024,18.0,0.0,1.0,0.0,1.0,43.0,,1249.18,0.0,0,0.0556,0.0,0.4186,0.0008
Italy,Athletics,1996,11.0,0.0,0.0,0.0,0.0,32.0,0.257,826.73,2.0,0,0.0,0.0,0.3438,0.0
Iran,Wrestling,1996,59.0,2.0,0.0,0.0,2.0,11.0,0.758,517.52,2.0,0,0.0339,1.0,5.3636,0.0039
New Zealand,Athletics,2012,12.0,3.0,3.0,2.0,8.0,38.0,0.427,141.5,7.0,0,0.6667,0.375,0.3158,0.0565
Belgium,Swimming,2020,14.0,0.0,0.0,0.0,0.0,28.0,0.431,736.8,0.0,0,0.0,0.0,0.5,0.0
Sweden,Athletics,2000,42.0,3.0,1.0,2.0,6.0,23.0,0.858,,7.0,0,0.1429,0.5,1.8261,
Indonesia,Cycling,1996,45.0,2.0,0.0,2.0,4.0,28.0,0.75,932.35,5.0,0,0.0889,0.5,1.6071,0.0043
Latvia,Athletics,1992,40.0,1.0,0.0,0.0,1.0,8.0,0.395,1165.96,1.0,0,0.025,1.0,5.0,0.0009
